,puiss_max,masse_ordma_min,Marque,Carrosserie,boite,gamme2
2168,114.0,2083,12,5,1,3
2169,92.0,1975,12,5,1,3
2171,92.0,2057,12,5,1,3
2172,92.0,2083,12,5,1,3
2173,74.0,1975,12,5,1,3
2175,74.0,2057,12,5,1,3
2176,92.0,2015,12,5,1,3
2177,92.0,2015,12,5,1,3
2179,92.0,2015,12,5,1,3
2180,103.0,2015,12,5,1,3
2181,103.0,2015,12,5,1,3
2183,103.0,2015,12,5,1,3
2184,92.0,2067,12,5,1,3
2185,92.0,2067,12,5,1,3
2188,92.0,2108,12,5,1,3
2189,92.0,2108,12,5,1,3
2190,92.0,2093,12,5,1,3
2191,92.0,2093,12,5,1,3
2194,92.0,2134,12,5,1,3
2195,92.0,2134,12,5,1,3
2197,92.0,2067,12,5,1,3
2200,92.0,2108,12,5,1,3
2201,92.0,2108,12,5,1,3
2202,92.0,2093,12,5,1,3
2203,92.0,2093,12,5,1,3
2206,92.0,2134,12,5,1,3
2207,92.0,2134,12,5,1,3
2208,74.0,2067,12,5,1,3
2209,74.0,2067,12,5,1,3
2212,74.0,2093,12,5,1,3
2213,74.0,2093,12,5,1,3
2217,74.0,2067,12,5,1,3
2220,74.0,2093,12,5,1,3
2221,74.0,2093,12,5,1,3
2224,103.0,2108,12,5,1,3
2225,103.0,2108,12,5,1,3
2226,103.0,2134,12,5,1,3
2227,103.0,2134,12,5,1,3
2228,103.0,2108,12,5,1,3
2229,103.0,2108,12,5,1,3
2230,103.0,2134,12,5,1,3
2231,103.0,2134,12,5,1,3
2232,92.0,2016,12,5,1,3
2233,92.0,2016,12,5,1,3
2234,92.0,2016,12,5,1,3
2235,92.0,2057,12,5,1,3
2236,92.0,2057,12,5,1,3
2237,92.0,2057,12,5,1,3
2238,92.0,2043,12,5,1,3
2239,92.0,2043,12,5,1,3
2240,92.0,2043,12,5,1,3
2241,92.0,2083,12,5,1,3
2242,92.0,2083,12,5,1,3
2244,92.0,2016,12,5,1,3
2245,92.0,2016,12,5,1,3
2247,92.0,2057,12,5,1,3
2248,92.0,2057,12,5,1,3
2250,92.0,2043,12,5,1,3
2251,92.0,2043,12,5,1,3
2252,92.0,2083,12,5,1,3
2253,92.0,2083,12,5,1,3
2254,74.0,2016,12,5,1,3
2255,74.0,2016,12,5,1,3
2256,74.0,2016,12,5,1,3
2257,74.0,2043,12,5,1,3
2258,74.0,2043,12,5,1,3
2259,74.0,2043,12,5,1,3
2261,74.0,2016,12,5,1,3
2262,74.0,2016,12,5,1,3
2264,74.0,2043,12,5,1,3
2265,74.0,2043,12,5,1,3
2266,103.0,2057,12,5,1,3
2267,103.0,2057,12,5,1,3
2268,103.0,2057,12,5,1,3
2269,103.0,2083,12,5,1,3
2270,103.0,2083,12,5,1,3
2272,103.0,2057,12,5,1,3
2273,103.0,2057,12,5,1,3
2274,92.0,2110,12,5,1,3
2275,92.0,2110,12,5,1,3
2276,92.0,2138,12,5,1,3
2277,92.0,2138,12,5,1,3
2278,92.0,2110,12,5,1,3
2279,92.0,2110,12,5,1,3
2280,92.0,2138,12,5,1,3
2281,92.0,2138,12,5,1,3
2282,103.0,2110,12,5,1,3
2283,103.0,2110,12,5,1,3
2284,103.0,2138,12,5,1,3
2285,103.0,2138,12,5,1,3
2286,103.0,2110,12,5,1,3
2287,103.0,2110,12,5,1,3
2288,103.0,2138,12,5,1,3
2289,103.0,2138,12,5,1,3
2291,110.0,1612,13,0,1,4
2292,110.0,1685,13,0,0,4
2293,132.0,1645,13,0,1,4
2295,110.0,1612,13,0,1,4
2296,110.0,1685,13,0,0,4
2299,110.0,1668,13,1,1,4
2300,110.0,1743,13,1,0,4
2301,132.0,1699,13,1,1,4
2302,132.0,1699,13,1,1,4
2304,110.0,1743,13,1,0,4
2313,110.0,1438,13,0,1,3
2314,110.0,1438,13,0,1,3
2319,110.0,1722,13,9,1,4
2320,110.0,1782,13,9,0,4
2321,110.0,1723,13,9,1,4
2322,110.0,1723,13,9,1,4
2323,110.0,1782,13,9,0,4
2324,110.0,1782,13,9,0,4
2346,55.0,1155,14,0,1,1
2347,55.0,1155,14,0,1,1
2348,66.0,1190,14,0,1,1
2350,94.0,1365,14,0,1,3
2351,81.0,1365,14,0,1,3
2353,66.0,1355,14,0,1,3
2354,94.0,1385,14,0,0,3
2356,81.0,1365,14,0,1,3
2357,81.0,1365,14,0,1,3
2360,94.0,1423,14,1,0,3
2361,94.0,1401,14,1,1,3
2362,81.0,1401,14,1,1,3
2363,81.0,1401,14,1,1,3
2364,100.0,1576,14,0,0,4
2365,100.0,1557,14,0,1,4
2366,85.0,1548,14,0,1,4
2367,85.0,1548,14,0,1,4
2369,100.0,1589,14,1,0,4
2370,100.0,1570,14,1,1,4
2371,85.0,1560,14,1,1,4
2372,85.0,1560,14,1,1,4
2374,66.0,1345,14,6,1,1
2375,57.0,1345,14,6,1,1
2376,85.0,1356,14,6,1,1
2377,85.0,1356,14,6,1,1
2380,135.0,1676,14,9,0,4
2381,100.0,1600,14,9,1,4
2382,85.0,1490,14,9,1,4
2384,85.0,1490,14,9,1,4
2385,145.0,1777,14,9,1,4
2386,145.0,1882,14,9,0,4
2387,145.0,1843,14,9,1,4
2388,145.0,1843,14,9,1,4
2389,145.0,1915,14,9,0,4
2393,175.0,1955,15,9,0,5
2399,175.0,2075,15,9,0,5
2402,175.0,2175,15,9,0,5
2416,175.0,1845,15,0,0,2
2417,175.0,1935,15,0,0,2
2427,202.0,1839,16,0,0,5
2428,177.0,1839,16,0,0,5
2429,120.0,1804,16,0,0,5
2430,147.0,1804,16,0,0,5
2431,120.0,1804,16,0,0,5
2432,147.0,1804,16,0,0,5
2436,120.0,1844,16,1,0,5
2437,147.0,1844,16,1,0,5
2438,120.0,1844,16,1,0,5
2439,147.0,1844,16,1,0,5
2440,202.0,1940,16,1,0,5
2441,177.0,1940,16,1,0,5
2447,202.0,1893,16,0,0,2
2448,202.0,1843,16,0,0,2
2464,155.0,2575,17,9,0,5
2467,188.0,2575,17,9,0,5
2470,110.0,1835,17,9,1,4
2471,110.0,1845,17,9,0,4
2472,110.0,1765,17,9,1,4
2473,140.0,1845,17,9,0,4
2483,190.0,2227,17,9,0,2
2484,190.0,2366,17,9,0,2
2487,250.0,2426,17,9,0,2
2488,250.0,2522,17,9,0,2
2491,110.0,1705,17,9,1,2
2493,110.0,1720,17,9,0,2
2495,110.0,1615,17,9,1,2
2497,140.0,1705,17,9,1,2
2499,140.0,1720,17,9,0,2
2503,110.0,1735,17,9,1,2
2504,110.0,1750,17,9,0,2
2505,110.0,1645,17,9,1,2
2506,140.0,1735,17,9,1,2
2507,140.0,1750,17,9,0,2
2513,190.0,2183,17,9,0,2
2514,190.0,2249,17,9,0,2
2515,215.0,2183,17,9,0,2
2516,215.0,2249,17,9,0,2
2517,120.0,1680,18,9,1,4
2519,100.0,1680,18,9,1,4
2524,100.0,1634,18,9,1,4
2526,100.0,1609,18,9,1,4
2531,177.0,2347,18,9,0,5
2532,140.0,2347,18,9,0,5
2539,184.0,2403,18,9,0,5
2549,147.0,1945,18,9,1,4
2551,147.0,1945,18,9,1,4
2555,147.0,1933,18,9,0,4
2557,147.0,1933,18,9,0,4
2572,147.0,2128,18,9,1,4
2573,147.0,2128,18,9,1,4
2577,147.0,2073,18,9,0,4
2578,147.0,2073,18,9,0,4
2591,85.0,1557,19,7,1,3
2592,100.0,1587,19,7,0,3
2593,100.0,1567,19,7,1,3
2594,100.0,1567,19,7,1,3
2597,85.0,1581,19,7,1,3
2598,100.0,1600,19,7,0,3
2599,100.0,1591,19,7,1,3
2600,100.0,1591,19,7,1,3
2603,94.0,1375,19,0,1,3
2605,66.0,1365,19,0,1,3
2606,94.0,1385,19,0,0,3
2608,94.0,1375,19,0,1,3
2609,81.0,1375,19,0,1,3
2615,66.0,1411,19,1,1,3
2616,94.0,1441,19,1,0,3
2617,94.0,1420,19,1,1,3
2618,81.0,1441,19,1,0,3
2619,81.0,1420,19,1,1,3
2623,100.0,1581,19,0,0,4
2624,100.0,1559,19,0,1,4
2632,55.0,1189,19,0,1,3
2633,55.0,1191,19,0,1,3
2634,55.0,1155,19,0,1,3
2636,66.0,1238,19,0,1,3
2637,66.0,1239,19,0,1,3
2638,66.0,1238,19,0,1,3
2639,66.0,1239,19,0,1,3
2645,145.0,1795,19,9,1,5
2646,145.0,1862,19,9,1,5
2647,145.0,1919,19,9,0,5
2648,145.0,1891,19,9,1,5
2649,94.0,1360,19,6,0,1
2650,94.0,1345,19,6,1,1
2653,135.0,1676,19,9,0,4
2654,100.0,1676,19,9,0,4
2655,100.0,1676,19,9,0,4
2656,100.0,1600,19,9,1,4
2657,100.0,1600,19,9,1,4
2658,85.0,1490,19,9,1,4
2659,85.0,1490,19,9,1,4
2660,85.0,1490,19,9,1,4
2661,85.0,1490,19,9,1,4
2663,66.0,1345,19,6,1,1
2664,85.0,1356,19,6,1,1
2732,88.0,1485,22,0,1,3
2733,88.0,1485,22,0,1,3
2735,139.5,1505,22,0,1,3
2736,85.0,1485,22,0,1,3
2738,121.0,1505,22,0,1,3
2744,70.0,1280,22,6,1,1
2745,70.0,1275,22,6,1,1
2749,176.0,2038,22,0,0,2
2750,176.0,2038,22,0,0,2
2751,140.0,2038,22,0,0,2
2752,130.9,2242,22,7,0,5
2753,120.0,2242,22,7,0,5
2758,70.0,1125,22,0,1,1
2828,130.0,1615,23,0,1,5
2834,110.0,1615,23,0,1,5
2991,70.0,1100,27,0,1,1
2995,136.0,1465,27,0,1,3
2998,85.0,1330,27,0,1,1
3002,85.0,1490,27,7,1,3
3035,110.0,1480,27,0,1,4
3043,110.0,1495,27,0,0,4
3051,129.0,1480,27,0,1,4
3059,129.0,1495,27,0,0,4
3067,110.0,1495,27,1,1,4
3075,110.0,1505,27,1,0,4
3083,129.0,1495,27,1,1,4
3091,129.0,1505,27,1,0,4
3099,132.0,1555,27,0,1,4
3100,95.0,1550,27,0,1,4
3103,132.0,1575,27,1,1,4
3104,95.0,1565,27,1,1,4
3113,110.0,1495,27,9,1,3
3121,110.0,1505,27,9,0,3
3145,110.0,1555,27,9,1,3
3153,110.0,1570,27,9,0,3
3161,129.0,1555,27,9,1,3
3169,129.0,1570,27,9,0,3
3354,80.0,1475,29,0,0,3
3356,80.0,1475,29,0,0,3
3357,80.0,1475,29,0,0,3
3359,80.0,1475,29,0,0,3
3380,80.0,1395,29,0,1,3
3383,80.0,1395,29,0,1,3
3384,80.0,1395,29,0,1,3
3386,80.0,1395,29,0,1,3
3414,80.0,1385,29,0,1,3
3490,100.0,1475,29,0,0,3
3493,100.0,1475,29,0,0,3
3496,100.0,1475,29,0,0,3
3508,100.0,1445,29,0,1,3
3511,100.0,1445,29,0,1,3
3514,100.0,1445,29,0,1,3
3551,125.0,1485,29,0,0,3
3552,125.0,1485,29,0,0,3
3553,125.0,1485,29,0,0,3
3585,80.0,1505,29,8,0,3
3586,80.0,1505,29,8,0,3
3587,80.0,1505,29,8,0,3
3590,80.0,1505,29,8,0,3
3591,80.0,1505,29,8,0,3
3593,80.0,1505,29,8,0,3
3595,80.0,1505,29,8,0,3
3598,80.0,1505,29,8,0,3
3599,80.0,1505,29,8,0,3
3600,80.0,1505,29,8,0,3
3651,80.0,1475,29,8,1,3
3655,80.0,1475,29,8,1,3
3659,80.0,1475,29,8,1,3
3663,80.0,1475,29,8,1,3
3709,80.0,1435,29,8,1,3
3710,80.0,1435,29,8,1,3
3712,80.0,1435,29,8,1,3
3851,100.0,1505,29,8,0,3
3853,100.0,1505,29,8,0,3
3854,100.0,1505,29,8,0,3
3856,100.0,1505,29,8,0,3
3858,100.0,1505,29,8,0,3
3861,100.0,1505,29,8,0,3
3862,100.0,1505,29,8,0,3
3863,100.0,1505,29,8,0,3
3881,100.0,1475,29,8,1,3
3882,100.0,1475,29,8,1,3
3886,100.0,1475,29,8,1,3
3890,100.0,1475,29,8,1,3
3983,125.0,1505,29,8,0,3
3985,125.0,1505,29,8,0,3
3987,125.0,1505,29,8,0,3
4107,88.0,1565,29,0,1,5
4109,88.0,1565,29,0,1,5
4111,88.0,1565,29,0,1,5
4113,88.0,1565,29,0,1,5
4115,88.0,1565,29,0,1,5
4151,88.0,1590,29,0,0,5
4153,88.0,1590,29,0,0,5
4155,88.0,1590,29,0,0,5
4157,88.0,1590,29,0,0,5
4159,88.0,1590,29,0,0,5
4307,88.0,1615,29,1,1,5
4309,88.0,1615,29,1,1,5
4311,88.0,1615,29,1,1,5
4313,88.0,1615,29,1,1,5
4331,88.0,1645,29,1,0,5
4333,88.0,1645,29,1,0,5
4335,88.0,1645,29,1,0,5
4337,88.0,1645,29,1,0,5
4355,100.0,1565,29,0,1,5
4357,100.0,1565,29,0,1,5
4359,100.0,1565,29,0,1,5
4361,100.0,1565,29,0,1,5
4363,100.0,1565,29,0,1,5
4399,100.0,1590,29,0,0,5
4401,100.0,1590,29,0,0,5
4403,100.0,1590,29,0,0,5
4405,100.0,1590,29,0,0,5
4407,100.0,1590,29,0,0,5
4487,100.0,1615,29,1,1,5
4489,100.0,1615,29,1,1,5
4491,100.0,1615,29,1,1,5
4493,100.0,1615,29,1,1,5
4511,100.0,1645,29,1,0,5
4513,100.0,1645,29,1,0,5
4515,100.0,1645,29,1,0,5
4517,100.0,1645,29,1,0,5
4559,125.0,1600,29,0,1,5
4562,125.0,1600,29,0,1,5
4565,125.0,1600,29,0,1,5
4568,125.0,1600,29,0,1,5
4577,125.0,1600,29,0,1,5
4599,125.0,1610,29,0,0,5
4602,125.0,1610,29,0,0,5
4605,125.0,1610,29,0,0,5
4608,125.0,1610,29,0,0,5
4617,125.0,1610,29,0,0,5
4639,125.0,1675,29,0,0,5
4640,125.0,1675,29,0,0,5
4641,125.0,1675,29,0,0,5
4642,125.0,1675,29,0,0,5
4651,125.0,1615,29,4,1,5
4654,125.0,1615,29,4,1,5
4657,125.0,1615,29,4,1,5
4681,125.0,1630,29,4,0,5
4684,125.0,1630,29,4,0,5
4687,125.0,1630,29,4,0,5
4711,125.0,1655,29,1,1,5
4714,125.0,1655,29,1,1,5
4717,125.0,1655,29,1,1,5
4720,125.0,1655,29,1,1,5
4729,125.0,1655,29,1,1,5
4751,125.0,1665,29,1,0,5
4754,125.0,1665,29,1,0,5
4757,125.0,1665,29,1,0,5
4760,125.0,1665,29,1,0,5
4787,125.0,1735,29,0,0,5
4788,125.0,1735,29,0,0,5
4789,125.0,1735,29,0,0,5
4790,125.0,1735,29,0,0,5
4799,150.0,1615,29,0,1,5
4802,150.0,1615,29,0,1,5
4805,150.0,1615,29,0,1,5
4808,150.0,1615,29,0,1,5
4835,150.0,1615,29,0,0,5
4838,150.0,1615,29,0,0,5
4841,150.0,1615,29,0,0,5
4844,150.0,1615,29,0,0,5
4871,150.0,1675,29,0,0,5
4874,150.0,1675,29,0,0,5
4877,150.0,1675,29,0,0,5
4880,150.0,1675,29,0,0,5
4931,150.0,1655,29,4,1,5
4934,150.0,1655,29,4,1,5
4937,150.0,1655,29,4,1,5
4967,150.0,1660,29,4,0,5
4971,150.0,1660,29,4,0,5
4975,150.0,1660,29,4,0,5
5027,150.0,1675,29,1,1,5
5030,150.0,1675,29,1,1,5
5033,150.0,1675,29,1,1,5
5036,150.0,1675,29,1,1,5
5063,150.0,1675,29,1,0,5
5066,150.0,1675,29,1,0,5
5069,150.0,1675,29,1,0,5
5072,150.0,1675,29,1,0,5
5099,150.0,1735,29,1,0,5
5102,150.0,1735,29,1,0,5
5105,150.0,1735,29,1,0,5
5108,150.0,1735,29,1,0,5
5159,170.0,1735,29,0,0,5
5161,170.0,1735,29,0,0,5
5175,195.0,1705,29,0,0,5
5177,195.0,1705,29,0,0,5
5239,170.0,1795,29,0,0,5
5240,170.0,1795,29,0,0,5
5247,195.0,1760,29,1,0,5
5249,195.0,1760,29,1,0,5
5303,55.0,1395,29,3,1,1
5304,55.0,1395,29,3,1,1
5305,66.0,1395,29,3,1,1
5306,55.0,1395,29,3,1,1
5307,55.0,1395,29,3,1,1
5309,66.0,1395,29,3,1,1
5312,66.0,1395,29,3,1,1
5314,66.0,1395,29,3,1,1
5433,125.0,1525,29,0,0,2
5435,125.0,1525,29,0,0,2
5437,125.0,1525,29,0,0,2
5463,120.0,1525,29,0,0,2
5476,150.0,1785,29,0,0,2
5479,150.0,1785,29,0,0,2
5482,150.0,1785,29,0,0,2
5494,195.0,1910,29,1,0,2
5495,195.0,1910,29,1,0,2
5496,195.0,1910,29,1,0,2
5504,195.0,1970,29,1,0,2
5506,195.0,1970,29,1,0,2
5508,195.0,1970,29,1,0,2
5544,195.0,1815,29,4,0,2
5546,195.0,1815,29,4,0,2
5556,195.0,1875,29,4,0,2
5559,195.0,1875,29,4,0,2
5562,195.0,1875,29,4,0,2
5574,185.0,1845,29,4,0,2
5575,185.0,1845,29,4,0,2
5576,185.0,1845,29,4,0,2
5580,185.0,1935,29,4,0,2
5581,185.0,1935,29,4,0,2
5582,185.0,1935,29,4,0,2
5786,100.0,1720,29,0,1,2
5788,100.0,1720,29,0,1,2
5790,100.0,1720,29,0,1,2
5850,100.0,1735,29,0,1,2
5851,100.0,1735,29,0,1,2
5852,100.0,1735,29,0,1,2
5898,100.0,1735,29,0,0,2
5900,100.0,1735,29,0,0,2
5902,100.0,1735,29,0,0,2
5962,100.0,1735,29,0,0,2
5963,100.0,1735,29,0,0,2
5964,100.0,1735,29,0,0,2
6166,100.0,1825,29,1,1,2
6168,100.0,1825,29,1,1,2
6170,100.0,1825,29,1,1,2
6194,100.0,1845,29,1,1,2
6195,100.0,1845,29,1,1,2
6196,100.0,1845,29,1,1,2
6208,100.0,1845,29,1,0,2
6210,100.0,1845,29,1,0,2
6212,100.0,1845,29,1,0,2
6236,100.0,1845,29,1,0,2
6237,100.0,1845,29,1,0,2
6238,100.0,1845,29,1,0,2
6314,125.0,1670,29,4,1,2
6315,125.0,1670,29,4,1,2
6316,125.0,1670,29,4,1,2
6326,125.0,1680,29,4,0,2
6327,125.0,1680,29,4,0,2
6328,125.0,1680,29,4,0,2
6338,125.0,1795,29,2,1,2
6339,125.0,1795,29,2,1,2
6341,125.0,1795,29,2,1,2
6348,125.0,1805,29,2,0,2
6349,125.0,1805,29,2,0,2
6351,125.0,1805,29,2,0,2
6358,125.0,1735,29,0,1,2
6361,125.0,1735,29,0,1,2
6364,125.0,1735,29,0,1,2
6385,125.0,1735,29,0,1,2
6470,125.0,1735,29,0,1,2
6471,125.0,1735,29,0,1,2
6498,125.0,1735,29,0,0,2
6501,125.0,1735,29,0,0,2
6504,125.0,1735,29,0,0,2
6606,125.0,1735,29,0,0,2
6607,125.0,1735,29,0,0,2
6608,125.0,1735,29,0,0,2
6634,125.0,1845,29,1,1,2
6638,125.0,1845,29,1,1,2
6642,125.0,1845,29,1,1,2
6690,125.0,1845,29,1,1,2
6691,125.0,1845,29,1,1,2
6692,125.0,1845,29,1,1,2
6704,125.0,1845,29,1,0,2
6708,125.0,1845,29,1,0,2
6712,125.0,1845,29,1,0,2
6760,125.0,1845,29,1,0,2
6761,125.0,1845,29,1,0,2
6786,150.0,1700,29,4,1,2
6787,150.0,1700,29,4,1,2
6788,150.0,1700,29,4,1,2
6798,150.0,1735,29,4,1,2
6799,150.0,1735,29,4,1,2
6800,150.0,1735,29,4,1,2
6810,150.0,1700,29,4,0,2
6811,150.0,1700,29,4,0,2
6812,150.0,1700,29,4,0,2
6822,150.0,1735,29,4,0,2
6823,150.0,1735,29,4,0,2
6824,150.0,1735,29,4,0,2
6860,150.0,1825,29,2,1,2
6861,150.0,1825,29,2,1,2
6863,150.0,1825,29,2,1,2
6870,150.0,1845,29,2,1,2
6871,150.0,1845,29,2,1,2
6872,150.0,1845,29,2,1,2
6884,150.0,1825,29,2,0,2
6885,150.0,1825,29,2,0,2
6887,150.0,1825,29,2,0,2
6894,150.0,1845,29,2,0,2
6895,150.0,1845,29,2,0,2
6896,150.0,1845,29,2,0,2
6938,150.0,1735,29,0,1,2
6941,150.0,1735,29,0,1,2
6944,150.0,1735,29,0,1,2
6998,150.0,1765,29,0,1,2
6999,150.0,1765,29,0,1,2
7000,150.0,1765,29,0,1,2
7018,150.0,1735,29,0,0,2
7021,150.0,1735,29,0,0,2
7024,150.0,1735,29,0,0,2
7078,150.0,1775,29,0,0,2
7079,150.0,1775,29,0,0,2
7080,150.0,1775,29,0,0,2
7098,150.0,1840,29,0,0,2
7101,150.0,1840,29,0,0,2
7134,150.0,1845,29,0,0,2
7135,150.0,1845,29,0,0,2
7192,150.0,1845,29,1,1,2
7196,150.0,1845,29,1,1,2
7200,150.0,1845,29,1,1,2
7248,150.0,1885,29,1,1,2
7249,150.0,1885,29,1,1,2
7250,150.0,1885,29,1,1,2
7262,150.0,1845,29,1,0,2
7266,150.0,1845,29,1,0,2
7270,150.0,1845,29,1,0,2
7318,150.0,1885,29,1,0,2
7319,150.0,1885,29,1,0,2
7320,150.0,1885,29,1,0,2
7332,150.0,1940,29,1,0,2
7336,150.0,1940,29,1,0,2
7372,150.0,1955,29,1,0,2
7373,150.0,1955,29,1,0,2
7530,170.0,1835,29,0,0,2
7531,170.0,1835,29,0,0,2
7597,170.0,1885,29,0,0,2
7598,170.0,1885,29,0,0,2
7599,170.0,1885,29,0,0,2
7629,170.0,1935,29,1,0,2
7630,170.0,1935,29,1,0,2
7687,170.0,1955,29,1,0,2
7688,170.0,1955,29,1,0,2
7689,170.0,1955,29,1,0,2
7690,170.0,1955,29,1,0,2
7699,185.0,1805,29,0,0,2
7700,185.0,1805,29,0,0,2
7701,185.0,1805,29,0,0,2
7739,185.0,1935,29,0,0,2
7740,185.0,1935,29,0,0,2
7741,185.0,1935,29,0,0,2
7777,195.0,1900,29,0,0,2
7778,195.0,1900,29,0,0,2
7785,195.0,1845,29,0,0,2
7786,195.0,1845,29,0,0,2
7809,155.0,1845,29,0,0,2
7810,155.0,1845,29,0,0,2
7813,155.0,1845,29,0,0,2
7849,185.0,1885,29,0,0,2
7850,185.0,1885,29,0,0,2
7851,185.0,1885,29,0,0,2
7873,185.0,1955,29,0,0,2
7874,185.0,1955,29,0,0,2
8033,195.0,2010,29,0,0,2
8034,195.0,2010,29,0,0,2
8043,195.0,1955,29,1,0,2
8044,195.0,1955,29,1,0,2
8063,155.0,1955,29,1,0,2
8069,155.0,1955,29,1,0,2
8071,155.0,1955,29,1,0,2
8085,185.0,1955,29,1,0,2
8086,185.0,1955,29,1,0,2
8087,185.0,1955,29,1,0,2
8099,185.0,2035,29,1,0,2
8100,185.0,2035,29,1,0,2
8433,155.0,2370,29,9,0,2
8435,155.0,2350,29,9,0,2
8436,155.0,2580,29,9,0,2
8437,155.0,2570,29,9,0,2
8459,190.0,2455,29,9,0,2
8461,190.0,2455,29,9,0,2
8463,190.0,2455,29,9,0,2
8489,125.0,1925,29,9,0,2
8491,125.0,1925,29,9,0,2
8493,125.0,1925,29,9,0,2
8495,125.0,1925,29,9,0,2
8497,125.0,1925,29,9,0,2
8509,105.0,1825,29,9,1,2
8510,105.0,1825,29,9,1,2
8512,105.0,1825,29,9,1,2
8513,105.0,1825,29,9,1,2
8519,105.0,1845,29,9,0,2
8520,105.0,1845,29,9,0,2
8521,105.0,1845,29,9,0,2
8522,105.0,1845,29,9,0,2
8527,125.0,1825,29,9,1,2
8528,125.0,1825,29,9,1,2
8530,125.0,1825,29,9,1,2
8531,125.0,1825,29,9,1,2
8533,125.0,1825,29,9,1,2
8536,125.0,1825,29,9,1,2
8537,125.0,1825,29,9,1,2
8539,125.0,1825,29,9,1,2
8551,125.0,1845,29,9,0,2
8552,125.0,1845,29,9,0,2
8553,125.0,1845,29,9,0,2
8554,125.0,1845,29,9,0,2
8571,125.0,1880,29,9,0,2
8572,125.0,1880,29,9,0,2
8573,125.0,1880,29,9,0,2
8574,125.0,1880,29,9,0,2
8591,105.0,1825,29,9,1,2
8593,105.0,1825,29,9,1,2
8595,105.0,1825,29,9,1,2
8597,105.0,1825,29,9,1,2
8617,150.0,1925,29,9,0,2
8619,150.0,1925,29,9,0,2
8621,150.0,1925,29,9,0,2
8623,150.0,1925,29,9,0,2
8625,150.0,1925,29,9,0,2
8645,195.0,1925,29,9,0,2
8647,195.0,1925,29,9,0,2
8649,195.0,1925,29,9,0,2
8651,195.0,1925,29,9,0,2
8653,195.0,1925,29,9,0,2
8689,150.0,2160,29,9,0,2
8693,150.0,2160,29,9,0,2
8697,150.0,2160,29,9,0,2
8769,150.0,2150,29,9,0,2
8773,150.0,2150,29,9,0,2
8777,150.0,2150,29,9,0,2
8834,190.0,2175,29,9,0,2
8837,190.0,2175,29,9,0,2
8840,190.0,2175,29,9,0,2
8958,140.0,2185,29,1,0,2
8959,140.0,2185,29,1,0,2
8974,140.0,2240,29,1,0,2
8976,140.0,2240,29,1,0,2
9016,195.0,2295,29,1,0,2
9022,195.0,2310,29,1,0,2
9040,195.0,2330,29,1,0,2
9100,150.0,1970,29,0,0,2
9101,150.0,1970,29,0,0,2
9102,150.0,1970,29,0,0,2
9103,150.0,1970,29,0,0,2
9108,150.0,2045,29,0,0,2
9109,150.0,2045,29,0,0,2
9110,150.0,2045,29,0,0,2
9111,150.0,2045,29,0,0,2
9124,190.0,2065,29,0,0,2
9125,190.0,2065,29,0,0,2
9128,190.0,2005,29,0,0,2
9130,190.0,2005,29,0,0,2
9132,190.0,2005,29,0,0,2
9150,190.0,2130,29,0,0,2
9151,190.0,2130,29,0,0,2
9158,190.0,2070,29,0,0,2
9160,190.0,2070,29,0,0,2
9162,190.0,2070,29,0,0,2
9202,190.0,1955,29,0,0,2
9203,190.0,1955,29,0,0,2
9204,190.0,1955,29,0,0,2
9205,190.0,1955,29,0,0,2
9218,190.0,1975,29,0,0,2
9219,190.0,1975,29,0,0,2
9220,190.0,1975,29,0,0,2
9221,190.0,1975,29,0,0,2
9486,150.0,1570,29,2,1,5
9490,150.0,1570,29,2,1,5
9502,150.0,1590,29,2,0,5
9508,150.0,1590,29,2,0,5
9561,95.0,2065,29,5,1,3
9562,95.0,2076,29,5,1,3
9563,95.0,2186,29,5,1,3
9564,95.0,2065,29,5,1,3
9565,95.0,2076,29,5,1,3
9566,95.0,2186,29,5,1,3
9567,95.0,2065,29,5,1,3
9568,95.0,2076,29,5,1,3
9569,95.0,2186,29,5,1,3
9570,95.0,2065,29,5,0,3
9571,95.0,2076,29,5,0,3
9572,95.0,2186,29,5,0,3
9573,95.0,2065,29,5,0,3
9574,95.0,2076,29,5,0,3
9575,95.0,2186,29,5,0,3
