,puiss_max,masse_ordma_min,Marque,Carrosserie,boite,gamme2
9576,95.0,2065,29,5,0,3
9577,95.0,2076,29,5,0,3
9578,95.0,2186,29,5,0,3
9579,95.0,1983,29,5,1,3
9582,95.0,1983,29,5,1,3
9585,95.0,1983,29,5,1,3
9588,95.0,1983,29,5,0,3
9591,95.0,1983,29,5,0,3
9594,95.0,1983,29,5,0,3
9600,95.0,2356,29,5,1,3
9604,95.0,2356,29,5,1,3
9608,95.0,2356,29,5,1,3
9612,95.0,2356,29,5,0,3
9616,95.0,2356,29,5,0,3
9620,95.0,2356,29,5,0,3
9777,95.0,2586,29,5,1,3
9782,95.0,2586,29,5,1,3
9787,95.0,2586,29,5,1,3
9792,95.0,2586,29,5,0,3
9797,95.0,2586,29,5,0,3
9802,95.0,2586,29,5,0,3
9833,120.0,2065,29,5,1,3
9834,120.0,2076,29,5,1,3
9835,120.0,2186,29,5,1,3
9836,120.0,2065,29,5,1,3
9837,120.0,2076,29,5,1,3
9838,120.0,2186,29,5,1,3
9839,120.0,2065,29,5,0,3
9840,120.0,2076,29,5,0,3
9841,120.0,2186,29,5,0,3
9842,120.0,2065,29,5,0,3
9843,120.0,2076,29,5,0,3
9844,120.0,2186,29,5,0,3
9845,120.0,1983,29,5,1,3
9848,120.0,1983,29,5,1,3
9851,120.0,1983,29,5,0,3
9854,120.0,1983,29,5,0,3
9860,120.0,2356,29,5,1,3
9864,120.0,2356,29,5,1,3
9868,120.0,2356,29,5,0,3
9872,120.0,2356,29,5,0,3
9989,120.0,2586,29,5,1,3
9994,120.0,2586,29,5,1,3
9999,120.0,2586,29,5,0,3
10004,120.0,2586,29,5,0,3
10026,95.0,2029,29,5,1,3
10029,95.0,2029,29,5,1,3
10032,95.0,2029,29,5,1,3
10035,95.0,2029,29,5,0,3
10038,95.0,2029,29,5,0,3
10041,95.0,2029,29,5,0,3
10044,95.0,1976,29,5,1,3
10047,95.0,1976,29,5,1,3
10050,95.0,1976,29,5,1,3
10053,95.0,1976,29,5,0,3
10056,95.0,1976,29,5,0,3
10059,95.0,1976,29,5,0,3
10298,120.0,2029,29,5,1,3
10301,120.0,2029,29,5,1,3
10304,120.0,2029,29,5,0,3
10307,120.0,2029,29,5,0,3
10310,120.0,1976,29,5,1,3
10313,120.0,1976,29,5,1,3
10316,120.0,1976,29,5,0,3
10319,120.0,1976,29,5,0,3
10490,95.0,2586,29,5,0,3
10492,95.0,2586,29,5,0,3
10498,95.0,2402,29,5,1,3
10499,95.0,2586,29,5,1,3
10500,95.0,2586,29,5,1,3
10512,95.0,2256,29,5,1,3
10513,95.0,2356,29,5,1,3
10527,95.0,2463,29,5,1,3
10576,120.0,2586,29,5,0,3
10578,120.0,2586,29,5,0,3
10582,120.0,2586,29,5,1,3
10584,120.0,2402,29,5,1,3
10585,120.0,2586,29,5,1,3
10590,120.0,2402,29,5,1,3
10592,120.0,2586,29,5,1,3
10602,120.0,2256,29,5,1,3
10603,120.0,2356,29,5,1,3
10609,120.0,2256,29,5,1,3
10611,120.0,2356,29,5,1,3
10623,120.0,2463,29,5,1,3
10629,120.0,2463,29,5,1,3
10698,95.0,2375,29,5,1,3
10712,95.0,2220,29,5,1,3
10727,95.0,2435,29,5,1,3
10784,120.0,2375,29,5,1,3
10790,120.0,2375,29,5,1,3
10802,120.0,2220,29,5,1,3
10809,120.0,2220,29,5,1,3
10823,120.0,2435,29,5,1,3
10829,120.0,2435,29,5,1,3
10898,95.0,2184,29,5,1,3
10899,95.0,2186,29,5,1,3
10930,120.0,2184,29,5,1,3
10931,120.0,2186,29,5,1,3
10938,120.0,2184,29,5,1,3
10940,120.0,2186,29,5,1,3
11053,95.0,2124,29,5,1,3
11055,95.0,2124,29,5,1,3
11057,95.0,2124,29,5,1,3
11061,95.0,2124,29,5,0,3
11065,95.0,2124,29,5,0,3
11069,95.0,2124,29,5,0,3
11073,95.0,2270,29,5,1,3
11075,95.0,2270,29,5,1,3
11077,95.0,2270,29,5,1,3
11081,95.0,2270,29,5,0,3
11085,95.0,2270,29,5,0,3
11089,95.0,2270,29,5,0,3
11123,95.0,2331,29,5,1,3
11126,95.0,2331,29,5,1,3
11129,95.0,2331,29,5,1,3
11135,95.0,2331,29,5,0,3
11141,95.0,2331,29,5,0,3
11147,95.0,2331,29,5,0,3
11243,95.0,2586,29,5,0,3
11247,95.0,2586,29,5,0,3
11251,95.0,2586,29,5,0,3
11255,95.0,2586,29,5,1,3
11260,95.0,2586,29,5,1,3
11265,95.0,2586,29,5,1,3
11277,95.0,2586,29,5,0,3
11287,95.0,2586,29,5,0,3
11297,95.0,2586,29,5,0,3
12066,120.0,2124,29,5,1,3
12068,120.0,2124,29,5,1,3
12072,120.0,2124,29,5,0,3
12074,120.0,2124,29,5,0,3
12078,120.0,2270,29,5,1,3
12080,120.0,2270,29,5,1,3
12102,120.0,2331,29,5,1,3
12105,120.0,2331,29,5,1,3
12147,120.0,2586,29,5,0,3
12151,120.0,2586,29,5,0,3
12155,120.0,2586,29,5,1,3
12157,120.0,2586,29,5,1,3
12162,120.0,2586,29,5,1,3
12176,120.0,2586,29,5,0,3
12178,120.0,2270,29,5,0,3
12181,120.0,2586,29,5,0,3
12185,120.0,2270,29,5,0,3
12272,120.0,2331,29,5,0,3
12279,120.0,2331,29,5,0,3
12433,120.0,2586,29,5,0,3
12477,120.0,2586,29,5,0,3
12783,140.0,2586,29,5,0,3
12787,140.0,2586,29,5,0,3
12791,140.0,2586,29,5,1,3
12797,140.0,2586,29,5,0,3
12799,140.0,2586,29,5,0,3
12923,140.0,2586,29,5,0,3
12939,140.0,2586,29,5,1,3
13121,95.0,2088,29,5,1,3
13123,95.0,2088,29,5,1,3
13125,95.0,2088,29,5,1,3
13129,95.0,2088,29,5,0,3
13133,95.0,2088,29,5,0,3
13137,95.0,2088,29,5,0,3
13141,95.0,2006,29,5,1,3
13144,95.0,2006,29,5,1,3
13147,95.0,2006,29,5,1,3
13153,95.0,2006,29,5,0,3
13159,95.0,2006,29,5,0,3
13165,95.0,2006,29,5,0,3
13171,95.0,2243,29,5,1,3
13173,95.0,2243,29,5,1,3
13175,95.0,2243,29,5,1,3
13179,95.0,2243,29,5,0,3
13183,95.0,2243,29,5,0,3
13187,95.0,2243,29,5,0,3
13261,95.0,2303,29,5,1,3
13264,95.0,2303,29,5,1,3
13267,95.0,2303,29,5,1,3
13273,95.0,2303,29,5,0,3
13279,95.0,2303,29,5,0,3
13285,95.0,2303,29,5,0,3
14580,120.0,2088,29,5,1,3
14582,120.0,2088,29,5,1,3
14586,120.0,2088,29,5,0,3
14588,120.0,2088,29,5,0,3
14592,120.0,2006,29,5,1,3
14595,120.0,2006,29,5,1,3
14601,120.0,2006,29,5,0,3
14604,120.0,2006,29,5,0,3
14610,120.0,2243,29,5,1,3
14612,120.0,2243,29,5,1,3
14616,120.0,2243,29,5,0,3
14618,120.0,2243,29,5,0,3
14664,120.0,2303,29,5,1,3
14667,120.0,2303,29,5,1,3
14673,120.0,2303,29,5,0,3
14676,120.0,2303,29,5,0,3
16114,95.0,2052,29,5,1,3
16117,95.0,2052,29,5,1,3
16120,95.0,2052,29,5,1,3
16126,95.0,2052,29,5,0,3
16132,95.0,2052,29,5,0,3
16138,95.0,2052,29,5,0,3
17015,120.0,2052,29,5,1,3
17018,120.0,2052,29,5,1,3
17024,120.0,2052,29,5,0,3
17027,120.0,2052,29,5,0,3
17883,120.0,2025,29,5,0,4
17887,120.0,2076,29,5,0,4
17891,120.0,2186,29,5,0,4
17896,120.0,2025,29,5,0,4
17906,120.0,2076,29,5,0,4
17916,120.0,2186,29,5,0,4
18057,120.0,2025,29,5,1,4
18061,120.0,2076,29,5,1,4
18065,120.0,2186,29,5,1,4
18069,120.0,2025,29,5,1,4
18081,120.0,2076,29,5,1,4
18093,120.0,2186,29,5,1,4
18106,120.0,2025,29,5,1,4
18120,120.0,2076,29,5,1,4
18134,120.0,2186,29,5,1,4
18483,120.0,2050,29,5,0,4
18496,120.0,2050,29,5,0,4
18657,120.0,2050,29,5,1,4
18669,120.0,2050,29,5,1,4
18706,120.0,2050,29,5,1,4
19083,120.0,2075,29,5,0,4
19096,120.0,2075,29,5,0,4
19257,120.0,2075,29,5,1,4
19269,120.0,2075,29,5,1,4
19306,120.0,2075,29,5,1,4
19695,120.0,2356,29,5,0,4
19699,120.0,2586,29,5,0,4
19733,120.0,2356,29,5,0,4
19743,120.0,2586,29,5,0,4
19961,120.0,2356,29,5,1,4
19965,120.0,2586,29,5,1,4
20003,120.0,2356,29,5,1,4
20015,120.0,2586,29,5,1,4
20065,120.0,2356,29,5,1,4
20079,120.0,2586,29,5,1,4
22413,120.0,2105,29,5,0,4
22417,120.0,2186,29,5,0,4
22422,120.0,2105,29,5,0,4
22432,120.0,2186,29,5,0,4
22501,120.0,2130,29,5,0,4
22510,120.0,2130,29,5,0,4
22589,120.0,2155,29,5,0,4
22598,120.0,2155,29,5,0,4
22685,120.0,2356,29,5,0,4
22689,120.0,2586,29,5,0,4
22717,120.0,2356,29,5,0,4
22729,120.0,2586,29,5,0,4
23223,100.0,2025,29,5,0,4
23227,100.0,2076,29,5,0,4
23231,100.0,2186,29,5,0,4
23236,100.0,2025,29,5,0,4
23246,100.0,2076,29,5,0,4
23256,100.0,2186,29,5,0,4
23397,100.0,2025,29,5,1,4
23401,100.0,2076,29,5,1,4
23405,100.0,2186,29,5,1,4
23409,100.0,2025,29,5,1,4
23415,100.0,2076,29,5,1,4
23421,100.0,2186,29,5,1,4
23428,100.0,2025,29,5,1,4
23437,100.0,2076,29,5,1,4
23446,100.0,2186,29,5,1,4
23646,100.0,2050,29,5,0,4
23659,100.0,2050,29,5,0,4
23820,100.0,2050,29,5,1,4
23832,100.0,2050,29,5,1,4
23851,100.0,2050,29,5,1,4
24069,100.0,2075,29,5,0,4
24082,100.0,2075,29,5,0,4
24243,100.0,2075,29,5,1,4
24255,100.0,2075,29,5,1,4
24274,100.0,2075,29,5,1,4
24522,100.0,2356,29,5,0,4
24524,100.0,2356,29,5,0,4
24532,100.0,2586,29,5,0,4
24534,100.0,2586,29,5,0,4
24758,100.0,2356,29,5,1,4
24764,100.0,2586,29,5,1,4
24794,100.0,2356,29,5,1,4
24796,100.0,2356,29,5,1,4
24803,100.0,2586,29,5,1,4
24805,100.0,2586,29,5,1,4
26310,100.0,2105,29,5,0,4
26314,100.0,2186,29,5,0,4
26319,100.0,2105,29,5,0,4
26329,100.0,2186,29,5,0,4
26398,100.0,2130,29,5,0,4
26407,100.0,2130,29,5,0,4
26486,100.0,2155,29,5,0,4
26495,100.0,2155,29,5,0,4
26598,100.0,2356,29,5,0,4
26600,100.0,2356,29,5,0,4
26610,100.0,2586,29,5,0,4
26612,100.0,2586,29,5,0,4
27078,165.0,2025,29,5,0,4
27079,165.0,2025,29,5,0,4
27088,165.0,2076,29,5,0,4
27089,165.0,2076,29,5,0,4
27098,165.0,2186,29,5,0,4
27099,165.0,2186,29,5,0,4
27252,165.0,2050,29,5,0,4
27253,165.0,2050,29,5,0,4
27426,165.0,2075,29,5,0,4
27427,165.0,2075,29,5,0,4
27630,165.0,2356,29,5,0,4
27632,165.0,2356,29,5,0,4
27640,165.0,2586,29,5,0,4
27642,165.0,2586,29,5,0,4
31914,70.0,1976,29,5,1,3
31917,70.0,2076,29,5,1,3
31920,70.0,2186,29,5,1,3
31923,70.0,1976,29,5,1,3
31924,70.0,1976,29,5,1,3
31927,70.0,2076,29,5,1,3
31928,70.0,2076,29,5,1,3
31931,70.0,2186,29,5,1,3
31932,70.0,2186,29,5,1,3
32301,70.0,2356,29,5,1,3
32316,70.0,2356,29,5,1,3
32317,70.0,2356,29,5,1,3
32724,70.0,2586,29,5,1,3
32739,70.0,2586,29,5,1,3
32740,70.0,2586,29,5,1,3
32854,120.0,2186,29,5,0,3
32958,120.0,1976,29,5,1,3
32960,120.0,2076,29,5,1,3
32962,120.0,2186,29,5,1,3
32964,120.0,1976,29,5,1,3
32974,120.0,2076,29,5,1,3
32984,120.0,2186,29,5,1,3
32994,120.0,1976,29,5,1,3
33006,120.0,2076,29,5,1,3
33018,120.0,2186,29,5,1,3
34250,120.0,2356,29,5,0,3
34392,120.0,2356,29,5,1,3
34424,120.0,2356,29,5,1,3
34470,120.0,2356,29,5,1,3
36166,120.0,2586,29,5,1,3
36216,120.0,2586,29,5,1,3
36218,120.0,2586,29,5,1,3
36586,120.0,1976,29,5,0,3
36588,120.0,2076,29,5,0,3
36590,120.0,2186,29,5,0,3
36592,120.0,1985,29,5,0,3
36600,120.0,2076,29,5,0,3
36608,120.0,2186,29,5,0,3
36694,120.0,2010,29,5,0,3
36796,120.0,2035,29,5,0,3
36898,120.0,2356,29,5,0,3
36924,120.0,2356,29,5,0,3
37300,100.0,1976,29,5,0,3
37301,100.0,1976,29,5,0,3
37308,100.0,2076,29,5,0,3
37309,100.0,2076,29,5,0,3
37316,100.0,2186,29,5,0,3
37317,100.0,2186,29,5,0,3
37444,100.0,1976,29,5,1,3
37449,100.0,2076,29,5,1,3
37454,100.0,2186,29,5,1,3
37459,100.0,1976,29,5,1,3
37461,100.0,1976,29,5,1,3
37466,100.0,2076,29,5,1,3
37468,100.0,2076,29,5,1,3
37473,100.0,2186,29,5,1,3
37475,100.0,2186,29,5,1,3
38404,100.0,2356,29,5,0,3
38405,100.0,2356,29,5,0,3
38555,100.0,2356,29,5,1,3
38581,100.0,2356,29,5,1,3
38583,100.0,2356,29,5,1,3
39604,100.0,2586,29,5,0,3
39605,100.0,2586,29,5,0,3
39660,100.0,2586,29,5,1,3
39689,100.0,2586,29,5,1,3
39691,100.0,2586,29,5,1,3
39920,100.0,1985,29,5,0,3
39921,100.0,1976,29,5,0,3
39928,100.0,2076,29,5,0,3
39929,100.0,2076,29,5,0,3
39936,100.0,2186,29,5,0,3
39937,100.0,2186,29,5,0,3
40040,100.0,2010,29,5,0,3
40160,100.0,2035,29,5,0,3
40304,100.0,2356,29,5,0,3
40305,100.0,2356,29,5,0,3
40664,165.0,1976,29,5,0,3
40665,165.0,1976,29,5,0,3
40672,165.0,2076,29,5,0,3
40673,165.0,2076,29,5,0,3
40680,165.0,2186,29,5,0,3
40681,165.0,2186,29,5,0,3
41048,165.0,2356,29,5,0,3
41049,165.0,2356,29,5,0,3
41827,82.0,1300,30,2,0,1
41835,82.0,1275,30,2,1,1
41836,105.0,1325,30,2,1,1
41837,105.0,1340,30,2,0,1
41840,82.0,1290,30,1,0,1
41848,66.0,1260,30,1,1,1
41849,82.0,1260,30,1,1,1
41850,105.0,1310,30,1,1,1
41851,105.0,1330,30,1,0,1
41854,82.0,1410,30,9,0,1
41855,82.0,1480,30,9,0,1
41860,105.0,1395,30,9,1,1
41861,105.0,1420,30,9,0,1
41866,66.0,1385,30,9,1,1
41867,82.0,1385,30,9,1,1
41868,82.0,1455,30,9,1,1
41869,105.0,1470,30,9,1,1
41870,105.0,1495,30,9,0,1
41876,105.0,1250,30,4,1,1
41877,105.0,1270,30,4,0,1
41890,66.0,1165,30,0,1,1
41891,82.0,1165,30,0,1,1
41892,82.0,1195,30,0,0,1
41893,105.0,1225,30,0,1,1
41894,105.0,1245,30,0,0,1
41900,105.0,1290,30,2,0,1
41901,105.0,1275,30,2,1,1
41906,85.0,1490,31,9,1,3
41907,85.0,1490,31,9,1,3
41910,85.0,1585,31,9,1,3
41911,85.0,1580,31,9,1,3
41914,110.0,1495,31,9,1,3
41915,110.0,1490,31,9,1,3
41917,110.0,1600,31,9,1,3
41918,110.0,1585,31,9,1,3
41919,110.0,1595,31,9,0,3
41923,110.0,1570,31,9,1,4
41924,110.0,1630,31,9,1,4
41925,110.0,1665,31,9,1,4
41926,110.0,1685,31,9,0,4
41928,130.0,1780,31,9,1,4
41929,130.0,1780,31,9,1,4
41930,130.0,1720,31,9,1,4
41931,130.0,1720,31,9,1,4
41933,147.0,2180,31,9,1,5
41936,147.0,2160,31,9,0,5
41938,147.0,2385,31,9,1,5
41939,147.0,2385,31,9,0,5
41965,81.0,1320,32,9,1,1
41966,81.0,1320,32,9,1,1
41976,140.0,1950,32,9,0,5
41980,66.0,1255,32,6,1,1
41983,66.0,1413,32,3,1,3
41984,66.0,1443,32,3,1,3
41985,81.0,1432,32,3,1,3
41986,81.0,1457,32,3,1,3
41988,66.0,1403,32,3,1,3
41989,81.0,1422,32,3,1,3
41992,66.0,1453,32,3,1,3
41993,66.0,1486,32,3,1,3
41994,81.0,1476,32,3,1,3
41995,81.0,1501,32,3,1,3
41998,81.0,1466,32,3,1,3
41999,170.0,2285,32,9,0,2
42000,140.0,2185,32,9,1,2
42001,140.0,2235,32,9,0,2
42002,66.0,2039,32,5,1,3
42003,66.0,2039,32,5,1,3
42004,66.0,2052,32,5,1,3
42005,84.0,2039,32,5,1,3
42006,84.0,2039,32,5,1,3
42007,84.0,2039,32,5,0,3
42008,84.0,2052,32,5,1,3
42009,84.0,2052,32,5,0,3
42010,66.0,1987,32,5,1,3
42011,66.0,1987,32,5,1,3
42012,66.0,1976,32,5,1,3
42013,84.0,1987,32,5,1,3
42014,84.0,1987,32,5,1,3
42015,84.0,1987,32,5,0,3
42016,84.0,1976,32,5,1,3
42017,84.0,1976,32,5,0,3
42021,66.0,1982,32,5,1,3
42022,66.0,1982,32,5,1,3
42023,66.0,1982,32,5,1,3
42029,84.0,1982,32,5,1,3
42030,84.0,1982,32,5,1,3
42031,84.0,1982,32,5,0,3
42032,84.0,1982,32,5,1,3
42033,84.0,1982,32,5,0,3
42034,66.0,1976,32,5,1,3
42035,66.0,1976,32,5,1,3
42037,84.0,1976,32,5,1,3
42038,84.0,1976,32,5,1,3
42039,84.0,1976,32,5,0,3
42042,66.0,2015,32,5,1,3
42043,66.0,2016,32,5,1,3
42044,84.0,2015,32,5,1,3
42045,84.0,2015,32,5,1,3
42046,84.0,2016,32,5,1,3
42047,84.0,2016,32,5,1,3
42048,66.0,2230,32,5,1,3
42049,84.0,2230,32,5,1,3
42050,84.0,2230,32,5,0,3
42051,66.0,2009,32,5,1,3
42052,66.0,2009,32,5,1,3
42053,66.0,2027,32,5,1,3
42054,84.0,2009,32,5,1,3
42055,84.0,2009,32,5,1,3
42056,84.0,2009,32,5,0,3
42057,84.0,2027,32,5,1,3
42058,84.0,2027,32,5,0,3
42061,66.0,2043,32,5,1,3
42065,84.0,2043,32,5,1,3
42066,84.0,2043,32,5,0,3
42067,66.0,1988,32,5,1,3
42068,66.0,1988,32,5,1,3
42069,66.0,1988,32,5,1,3
42070,84.0,1988,32,5,1,3
42071,84.0,1988,32,5,1,3
42072,84.0,1988,32,5,0,3
42073,84.0,1988,32,5,1,3
42074,84.0,1988,32,5,0,3
42075,66.0,2058,32,5,1,3
42076,66.0,2058,32,5,1,3
42077,66.0,2094,32,5,1,3
42078,84.0,2058,32,5,1,3
42079,84.0,2058,32,5,1,3
42080,84.0,2058,32,5,0,3
42081,84.0,2094,32,5,1,3
42082,84.0,2094,32,5,0,3
42089,81.0,1395,32,9,1,4
42090,81.0,1505,32,9,1,4
42091,81.0,1395,32,9,1,4
42092,110.0,1595,32,9,1,4
42097,110.0,1590,32,9,0,4
42098,110.0,1655,32,9,1,4
42099,110.0,1690,32,9,0,4
42102,110.0,1495,32,9,1,4
42103,110.0,1555,32,9,1,4
42104,96.0,1480,32,9,1,4
42105,96.0,1480,32,9,1,4
42106,96.0,1579,32,9,1,4
42107,96.0,1579,32,9,1,4
42108,96.0,1540,32,9,1,4
42109,96.0,1540,32,9,1,4
42110,96.0,1640,32,9,1,4
42111,96.0,1640,32,9,1,4
42112,110.0,1680,32,9,1,4
42113,127.0,1690,32,9,1,4
42114,110.0,1720,32,9,0,4
42115,110.0,1615,32,9,1,4
42136,120.0,1911,33,9,1,4
42138,120.0,1836,33,9,1,4
42139,135.0,1911,33,9,1,4
42140,135.0,1936,33,9,0,4
42155,81.0,1550,33,0,1,3
42156,81.0,1571,33,0,1,3
42157,81.0,1571,33,0,1,3
42158,81.0,1613,33,0,1,3
42159,81.0,1613,33,0,1,3
42160,96.0,1571,33,0,1,3
42161,96.0,1571,33,0,1,3
42162,96.0,1613,33,0,1,3
42163,96.0,1613,33,0,1,3
42164,121.0,1571,33,0,0,3
42165,121.0,1613,33,0,0,3
42166,121.0,1613,33,0,0,3
42167,121.0,1664,33,0,0,3
42168,121.0,1664,33,0,0,3
42169,121.0,1571,33,0,1,3
42170,121.0,1571,33,0,1,3
42171,121.0,1613,33,0,1,3
42172,121.0,1613,33,0,1,3
42173,121.0,1664,33,0,1,3
42174,121.0,1664,33,0,1,3
42185,81.0,1571,33,1,1,3
42186,81.0,1613,33,1,1,3
42187,81.0,1613,33,1,1,3
42188,81.0,1571,33,1,1,3
42189,81.0,1613,33,1,1,3
42190,96.0,1613,33,1,1,3
42191,96.0,1613,33,1,1,3
42192,96.0,1664,33,1,1,3
42193,121.0,1664,33,1,0,3
42194,121.0,1664,33,1,0,3
42195,121.0,1701,33,1,0,3
42196,121.0,1613,33,1,1,3
42197,121.0,1613,33,1,1,3
42198,121.0,1664,33,1,1,3
42199,121.0,1664,33,1,1,3
42200,121.0,1701,33,1,1,3
42216,81.0,1550,33,0,1,3
42217,81.0,1571,33,0,1,3
42218,81.0,1571,33,0,1,3
42219,81.0,1613,33,0,1,3
42220,81.0,1613,33,0,1,3
42221,81.0,1571,33,0,1,3
42222,96.0,1571,33,0,1,3
42224,96.0,1613,33,0,1,3
42226,121.0,1613,33,0,0,3
42227,121.0,1613,33,0,0,3
42228,121.0,1664,33,0,0,3
42229,121.0,1664,33,0,0,3
42230,121.0,1571,33,0,1,3
42231,121.0,1571,33,0,1,3
42232,121.0,1613,33,0,1,3
42233,121.0,1613,33,0,1,3
42234,121.0,1664,33,0,1,3
42239,81.0,1613,33,0,1,3
42261,121.0,1664,33,0,1,3
42269,121.0,1843,33,2,0,2
42270,121.0,1901,33,2,0,2
42271,121.0,1843,33,2,1,2
42272,121.0,1843,33,2,1,2
42273,121.0,1901,33,2,1,2
42274,77.0,1505,33,3,1,1
42276,66.0,1505,33,3,1,1
42278,66.0,1505,33,3,0,1
42318,55.0,1163,33,0,1,1
42323,70.0,1235,33,0,1,1
42327,70.0,1163,33,0,1,1
42368,55.0,1235,33,0,1,1
42383,55.0,1235,33,0,1,1
42384,55.0,1235,33,0,1,1
42387,70.0,1199,33,0,1,1
42402,118.0,1613,33,0,0,4
42406,118.0,1613,33,0,1,4
42410,118.0,1733,33,0,1,4
42412,143.1,1664,33,0,0,4
42415,143.1,1664,33,0,1,4
42417,143.1,1788,33,0,0,4
42420,143.1,1733,33,0,1,4
42428,81.0,1613,33,0,1,4
42431,96.0,1613,33,0,0,4
42435,96.0,1613,33,0,1,4
42452,118.0,1788,33,0,0,4
42455,118.0,1788,33,0,1,4
42459,143.1,1701,33,0,0,4
42466,143.1,1816,33,0,0,4
42469,143.1,1788,33,0,1,4
42482,81.0,1701,33,1,1,4
42485,96.0,1733,33,1,0,4
42489,96.0,1733,33,1,1,4
42496,118.0,1733,33,1,0,4
42501,118.0,1733,33,1,1,4
42508,118.0,1843,33,1,0,4
42512,118.0,1843,33,1,1,4
42515,143.1,1733,33,1,0,4
42520,143.1,1733,33,1,1,4
42524,143.1,1843,33,1,0,4
42528,143.1,1843,33,1,1,4
42534,55.0,1393,33,6,1,1
42539,70.0,1393,33,6,1,1
42553,96.0,1503,33,6,1,1
42561,81.0,1503,33,6,1,1
42600,81.0,1503,33,6,0,1
42613,96.0,1490,33,9,1,1
42615,96.0,1429,33,9,1,1
42617,96.0,1432,33,9,0,1
42619,66.0,1987,33,5,1,4
42621,84.0,1987,33,5,1,4
42622,84.0,1987,33,5,0,4
42625,66.0,1982,33,5,1,4
42628,84.0,1982,33,5,0,4
42629,84.0,1982,33,5,1,4
42636,84.0,1975,33,5,1,4
42638,84.0,1975,33,5,0,4
42640,84.0,1988,33,5,0,4
42649,96.0,1788,33,8,1,3
42650,96.0,1816,33,8,1,3
42651,96.0,1843,33,8,1,3
42652,96.0,1788,33,8,1,3
42653,96.0,1816,33,8,1,3
42655,96.0,1843,33,8,1,3
42656,121.0,1788,33,8,0,3
42657,121.0,1788,33,8,1,3
42658,121.0,1816,33,8,0,3
42659,121.0,1816,33,8,1,3
42660,121.0,1843,33,8,0,3
42661,121.0,1843,33,8,1,3
42662,121.0,1901,33,8,0,3
42663,81.0,1733,33,8,1,3
42664,81.0,1788,33,8,1,3
42666,81.0,1816,33,8,1,3
42667,143.0,1843,33,8,1,3
42669,143.0,1901,33,8,1,3
42670,143.0,1931,33,8,1,3
42678,121.0,1901,33,8,1,3
42679,121.0,1931,33,8,0,3
42689,96.0,1901,33,8,1,3
42701,81.0,1843,33,8,1,3
42706,50.0,1165,34,9,1,1
42707,84.0,1255,34,9,1,1
42708,68.0,1235,34,9,1,1
42709,68.0,1245,34,9,0,1
42711,50.0,1246,34,0,1,1
42716,82.0,1475,34,2,1,1
42717,82.0,1475,34,2,1,1
42718,50.0,1259,34,0,1,1
42721,68.0,1275,34,1,1,1
42724,68.0,1383,34,1,1,1
42725,82.0,1393,34,1,1,1
42729,50.0,1110,34,0,1,1
42730,68.0,1142,34,0,1,1
42731,68.0,1142,34,0,1,1
42732,82.0,1150,34,0,1,1
42737,50.0,1135,34,0,0,1
42738,50.0,1125,34,0,1,1
42739,68.0,1155,34,0,1,1
42740,68.0,1165,34,0,0,1
42741,82.0,1165,34,0,1,1
42747,84.0,1496,34,9,1,3
42748,84.0,1498,34,9,0,3
42749,84.0,1496,34,9,1,3
42750,84.0,1498,34,9,0,3
42751,110.0,1604,34,9,1,3
42752,120.0,1614,34,9,0,3
42759,82.0,1610,34,2,1,3
42760,120.0,1652,34,2,1,3
42761,120.0,1700,34,2,0,3
